
*** Batch 1 ***

Data
-2.357469283444467045e+00 1.790994372254185452e-01 -5.017310548677422766e-01 -1.036632593215190412e-01 -2.198733781450723512e+00 1.215010332495097156e+00 7.483802717844829644e-01 -4.311403642032711758e-01 -3.725193092020394614e-01 -9.021708616329752184e-01 4.731698553958752496e-01 2.666298577162688144e+00 4.816873381280787902e-01 7.112201931016801648e-01 -2.461258947305657419e+00 -3.677110147936881734e-01 -6.750785685987613638e-01 -8.812738025063657776e-01 1.711515829981295755e-02 4.274543332313621158e-01 -3.348615290374292730e-01 -8.260210294029937117e-01 -3.244930552676799085e-01 6.480660737072888589e-01 1.477504709681002615e-01 2.910599604150147443e-02 -3.188640980262930080e-01 2.651799511189355751e+00 6.264205282839451217e-01 4.450961543532100384e-02 4.436803691109298953e-01 -8.380412066845386310e-01 3.021533097250829747e-01 2.138470357730093696e-01 5.673249296639867323e-01 1.790346668440655042e+00 2.800798600945613726e-01 2.853384296180919676e-03 1.709965497531146239e+00 -5.495942969501355080e-02 -5.442573951924117859e-01 3.916156710189829804e-01 -3.693353797720472231e-01 -1.731355326744126177e+00 -1.987789838535486409e+00 -7.274265892013179746e-01 -3.073492556785735186e-01 1.496905138351093401e-01 -2.292981670794724536e-01 -1.324264581999937906e+00
9.048206515096910429e-01 -2.318521537404527155e+00 4.732737691755063425e-01 -1.046554118816412027e+00 -5.027960406467847365e-01 -1.832289443519807159e+00 4.202074790289404005e-01 3.621828925778503711e-02 5.906319489448025317e-01 4.600017097188854875e-01 1.804794659923154354e+00 -1.441590100378433492e+00 1.399518082407849029e+00 -3.763745378238242956e-01 -1.297898692726779935e+00 -3.563398523840257126e-01 7.237847522309112103e-01 -9.741396597260345569e-01 2.669800928338580612e-02 -4.978936825860615922e-01 -2.662519395894636376e-01 -8.304287463360011667e-01 -9.471279475230133249e-01 -6.374322143913577210e-02 -1.779241815231500379e+00 -7.213159582681755166e-01 -1.688042843497989498e+00 -2.533202206849229920e-01 2.128483040794062031e+00 -1.537910772818870786e+00 3.462611748260495115e-01 1.829372834576443507e+00 1.980189295887053724e+00 3.427027919536186906e-01 -3.968437401640947382e-01 -9.092653849409556566e-01 1.908936000158608925e-01 1.075611614265961746e+00 4.417990309324768550e-01 -1.277954633319400735e+00 4.384551854320508091e-01 -4.004648622616094333e-01 3.633447049685932795e-01 -1.031469222932698049e+00 -9.706357488625200203e-01 -4.085611596783957911e-01 -2.429494179577419644e+00 4.020238973227216028e-04 -9.952326630471257651e-01 2.980545329857451908e-01
1.233757950070677678e+00 4.069521117821565670e-01 -6.782445139070610862e-01 -9.597863250765517051e-01 -2.229026442802160890e+00 -5.922875361259525295e-01 -5.835967997113344907e-01 -4.614984307719112722e-01 1.560462713967251426e-02 -4.233140194443615195e-02 8.629577482022638968e-01 3.576614065832023348e-01 2.775567046460543086e-01 -6.171298946637259197e-01 -4.613024676098237409e-01 -2.326044527781720717e-01 -2.440765530496349367e+00 1.844825218787102372e+00 -1.372727733691070595e+00 3.996391095356212619e-01 6.173862630475380336e-02 2.857013888874030960e-01 1.243837461438758174e+00 -7.210790429374266397e-01 -9.750942964881509356e-01 1.556174777403302789e+00 5.672221699453532384e-01 -4.458369482555942231e-01 1.748196123574333738e-01 1.227490170903654948e-01 -1.883730622984319467e-02 -2.510344676146826770e-01 3.114580830807627595e-03 9.025216564145271958e-01 4.235705908480898452e-01 4.479975922125189330e-02 -9.883120335576855986e-01 1.302386858554452465e+00 9.943691940548837760e-01 -1.247759000387734130e+00 4.114007698765876353e-01 5.471886364036359085e-01 1.614144497099366138e+00 -4.680909960795942570e-01 -1.140945491365785491e+00 -2.607723355667738718e-01 -5.482321699161064599e-01 1.562825707334963843e-01 1.635672491502150105e+00 2.101360917299876618e+00
-2.173625697070769469e+00 1.215601172766336946e+00 1.435482873035802243e+00 -1.505651683450917266e+00 3.798691285109907501e-01 1.301815954332000702e-01 1.888576848307362277e-01 -4.468438793737591341e-01 -9.452416376639484197e-01 -6.355628774638752976e-01 -1.138462744594574971e+00 8.497158022561361879e-01 6.606367513936942659e-01 2.632132956955430259e-01 3.938553789389758752e-01 -1.768050664701526165e+00 8.413791557483228933e-01 1.541633011509639939e+00 -7.080393344446070936e-01 9.755248854025772021e-01 1.531372224000710158e+00 2.016214443995551775e-01 -7.096047887771717022e-01 3.660825398898869265e-01 9.183446122240532805e-01 2.493587532289845698e-01 -6.408562021888455050e-03 7.633090951256213397e-02 -5.229686043090414627e-01 1.272033210016130234e+00 -1.137506776078003767e+00 -7.934802126826309143e-01 -2.025802732322202981e+00 -1.588238461495611875e-01 -3.845253547424632434e-01 1.799412197836625982e+00 2.961229305360932318e-01 1.004641677828925550e+00 -1.031201741306039255e+00 1.070537882721857903e+00 -1.025680068560234748e+00 5.436188677947771941e-01 -3.177345835347444303e-01 1.204149109757472269e-03 -3.114413473249764697e-01 -9.492088520311321442e-01 -2.641441998946704173e-01 5.758878985294360042e-01 -8.926950254736786272e-01 1.350819680719195226e+00
-3.593355925125775174e-01 1.710666990715790647e-01 -8.696486861215452224e-01 5.590218567018151452e-01 -1.326978042813115044e+00 6.978476289988603393e-03 -2.374429053141716928e+00 1.334306619658463644e+00 -2.602821022673331264e+00 5.757237269590269602e-01 1.164936243096612728e-01 6.526462888449787725e-01 2.489594111234943341e+00 1.580122517441666874e+00 -2.685502142093272315e-01 4.600895731956397006e-01 -9.105865588847873449e-01 3.105989500691103689e-01 1.947282530804796075e+00 -1.287730967479364441e+00 1.752740025292514048e+00 1.250710951657529602e-01 8.583113457686619707e-01 -2.088355051635207849e-01 -4.443710158702299240e-01 -1.164684062761895289e+00 -1.585048339755371904e-01 -1.065425480775461953e+00 8.031069131290016205e-01 1.895979899627098897e+00 1.415064501100775640e+00 1.274916306677675415e+00 9.288553697506199969e-01 8.668648823398025227e-01 3.578991414126627690e-01 -1.764541466010109305e+00 -9.569849339553441192e-01 -1.197313498998539005e-01 4.348266292463771054e-01 1.533766652296954414e+00 -1.598173316698730861e+00 -3.167314809691167410e-01 1.736934618550470821e-01 9.916523982013160099e-01 -1.199044428319381961e+00 1.939876798096969168e-01 3.888642291816701846e-02 1.012597290967054642e+00 7.589813646537875158e-01 -2.576996066695897980e-01
1.058380748673578342e+00 8.131542786234254860e-01 -4.368686668131802064e-02 -2.184246279259851153e+00 -4.223972329001992043e-01 -6.865408141143515275e-01 -4.278288962641880744e-01 -5.961191620621074660e-01 -2.307909100798572588e+00 1.017744429256563832e+00 1.841955400157344602e-01 -1.877442933946152082e-01 1.261382415036595539e+00 -4.429754944365775216e-01 9.641776622561500920e-01 6.637567441681488933e-01 6.983825687500643253e-01 8.133105785858782966e-01 -1.253819913075979731e+00 -2.860077816460991906e-01 1.880423644331872257e+00 3.988735461203327670e-01 3.190527502752548150e-01 -1.053007691887694497e+00 -7.160832257211231511e-01 -1.017545011439433100e+00 -1.624210487616760012e+00 4.131146752736595262e-01 1.568981315161872114e+00 2.609695245146195663e+00 7.633638610904388555e-01 5.735291409662827133e-01 -5.050694190304763076e-01 7.673972917587102982e-01 1.351410442234131093e+00 7.318032423176097367e-01 -1.090730470008049346e+00 -1.397260749506803013e+00 3.109077191404805429e-01 8.364615143993533453e-01 5.597665531706709219e-01 4.399772029057953393e-01 1.055351906254568206e+00 1.021038484487731379e+00 5.561685691331519354e-01 -8.884475651530054918e-01 9.640156045095327197e-01 -4.519150172118730630e-02 -9.669712369190558432e-01 -1.502442431248265153e+00
1.085257029242335358e+00 1.744679446736399075e+00 4.119472364374207052e-01 2.841432757973831325e-01 -1.011572416972986055e+00 1.906765033158331235e+00 2.066072160939171898e+00 -1.575969702682406548e-01 9.629007949145512724e-01 2.025971263354395813e-01 -1.003071598419070787e+00 8.908406822791438140e-01 -1.232517447727472654e-01 -1.958404166520487932e-01 3.471674988440839882e-01 -1.844436736282651090e-01 -5.965145449795292709e-01 4.610909883760783146e-01 -6.837247211047670081e-01 2.250898560419053229e+00 -1.648803576306163032e+00 3.771184669021606095e-01 -8.453553381955981605e-01 3.649478440510067201e-01 -2.028836003255337417e+00 -7.782594523655825824e-01 -1.450725517375556217e+00 -7.263900690611045929e-01 -2.610652034761319351e-01 2.925061451683720337e-01 1.022701155382566895e+00 -7.310741415198582782e-01 -7.946192221805498113e-02 3.651754451990041894e-01 1.054388031201995979e+00 6.326845028365961632e-01 1.928875752578582126e-01 9.121497821255650784e-01 1.666204332247870346e+00 -5.103592052371472843e-01 8.950598501991606781e-01 -1.082463721378245092e-01 1.009403711656361224e+00 -1.682665058524900559e+00 -7.402842088281085253e-01 1.484297088494453298e+00 -1.275074192949190444e+00 -3.227676607988247404e-01 -1.152328085312205874e-01 1.243130823165311316e+00
1.289439659156746520e+00 -1.876678495768503430e+00 2.545617360904767867e+00 4.931373846476205247e-01 -8.666022364145399282e-01 5.684817618918385218e-01 -3.973608700013497863e-01 2.520284944718553355e+00 -1.585413023147024258e+00 -8.584466438276544542e-01 -2.099133606279044884e+00 -3.553927692472546584e-01 1.150248431353381617e+00 -1.193474841829787580e+00 1.934322460016545397e+00 -2.695898266478343186e-01 -4.877378416045993204e-01 -3.619049889601019254e-01 -1.216821334212458083e+00 8.321897160390880899e-01 3.349073880963368555e-01 8.858256549457459439e-01 -4.026287487580840763e-01 3.573562826118056174e-02 -5.123310981220048355e-01 -1.050658252479320209e+00 -2.139151450409594590e-01 6.449160024349339659e-01 9.959661677647700939e-01 -3.556431467073656871e-01 2.440235720067668534e+00 -1.468073364563619032e+00 -2.204177783385173062e-01 -1.227614437001510961e+00 -9.836544410741829281e-02 7.109167653990475233e-02 -1.009520578116733569e+00 -1.156097345813962507e+00 1.161726421575437485e+00 -2.639324894555179490e-01 7.661886785659559329e-02 2.060353663529055357e-01 2.548741125511647665e-01 -1.485334073356942675e+00 1.615796619935802703e+00 -3.740270694879255231e-01 -2.658539296529874862e-01 1.446305537214199466e-01 -2.946208738043505290e-03 8.129432855919009882e-01
-2.741819122831043801e-02 5.197006379909439033e-01 1.573066773722532063e-01 -2.428373578513847442e-01 -4.714348511413363196e-01 -6.430821361847802731e-01 4.859242846459468912e-02 6.341586580772684556e-01 8.665978902973630049e-01 2.042150956598526024e-01 -7.055786477117754751e-01 5.320506327330211394e-02 9.526715546705771809e-01 -3.231410172244872925e-01 4.647800287431565480e-01 5.730195536671500722e-02 -1.927649121493454354e+00 -5.254831702208538902e-01 3.434325216304580097e-01 -2.332183554553988458e-01 -1.414014870149050251e+00 6.442295820285870445e-01 1.411983021705846442e+00 7.695648925012841257e-01 -2.657556288428408187e-01 5.879441155387291618e-01 -8.029323920467389408e-01 1.020124543651443477e-01 3.244973586203817040e-01 -1.840488959840596017e-01 -3.898789348773836760e-01 1.568146796625345951e-01 -1.290802399441121073e+00 2.718653947838022694e-02 4.469239961835222430e-01 -9.674861402437392455e-01 -3.217043988225214146e-02 5.971139135148820394e-03 -8.539806029217006378e-02 8.368504323912062670e-01 1.180253360252374151e+00 3.792637486640842437e-01 3.213630121521694472e-01 -2.701432031532144507e+00 -1.183047291643289922e+00 -1.030760295696681733e-01 1.178191621428365643e+00 6.618703343397123184e-01 -2.840861833064786679e-01 5.508169575536455698e-01
1.364086850976637733e+00 -3.778022452337340131e-01 1.407264469030856668e+00 -2.772493920745323859e+00 1.095335771357461185e+00 -7.033559476614720252e-01 2.330709897613103543e+00 1.335465628451506792e-01 -8.962972242154712554e-02 1.582927084679896790e-01 1.478758856402207118e-02 4.692063189760531383e-01 5.549217376711549354e-01 9.480730425549241391e-02 9.072383909876443123e-03 4.436827022869850867e-01 -1.595471441442006588e+00 -1.056582931250938495e+00 -5.241604865516118483e-01 -4.683647643090338430e-01 -3.535608451912963801e-01 -4.926807711663440670e-01 5.826191627234522663e-01 7.952883716009361281e-01 -1.407198776341065827e+00 -2.975350874101235221e-01 8.136224368830874409e-01 6.018049342193071416e-02 -2.313103250706523006e-01 -5.817451348169415670e-01 8.568798516545698962e-02 -4.098869921992741583e-01 -2.543356763208878046e+00 8.676410929772365721e-01 -2.875562961328070322e-01 1.166411130602360124e+00 2.052710617578630270e-01 9.872657840589107447e-01 1.213717456462704236e+00 -2.727833506565331412e-01 1.719960836611699850e+00 -1.224070187995942804e+00 7.831457627416739398e-02 -1.901797533988127120e-01 4.410633472002747357e-01 7.227543228724047086e-01 5.688739546456671459e-01 -1.121202156093214164e+00 6.522686322389834035e-02 2.174710333174044496e+00
